,id,name,summary
468,8774,Grow Home,"In Grow Home you play as BUD (Botanical Utility Droid), a robot on a mission to save his home planet by harvesting the seeds of a giant alien plant. On his quest BUD will discover a beautiful world of floating islands that are home to some rather strange plants and animals.
Grow the giant plant and use your unique climbing abilities to reach ever higher ground, but be careful…one wrong move and it’s a long way down!"
469,8815,Kromaia,"The frantic old-school action of classic coin-op shoot-‘em-ups comes crashing headlong into the 21st century. Explosive high-octane blasting combines with hordes of enemies in a 360˚ environment – fly, spin and shoot anywhere and everywhere!"
470,8816,Screencheat,"Screencheat is a chaotic split-screen multiplayer shooter that forces players to rethink the way they approach conventional multiplayer games. In the Screencheat arena, fast reaction times aren’t enough to keep you alive. When everyone is invisible, players will have to master the art of taking a not-so sneaky look at their opponent’s screens and working out where they are based on uniquely coloured areas of the map and distinctive landmarks.

Screencheat pays homage to iconic competitive first-person shooters such as Goldeneye, Perfect Dark and Halo, by blending the elements everyone loves about those games and shaking it up with its own unique take on the genre. When everyone’s used to playing by the rules, can you adapt to unconventional gaming quick enough to get the upper hand?"
471,8818,Starpoint Gemini 2,Captain your own space ship and roam the galaxy in 3D in this tactical space simulator with tons of RPG depth ! Space has never looked so inviting - but images can betray...
472,8822,Mitsurugi Kamui Hikae,"Mitsurugi Kamui Hikae focuses on high-speed arena-based action. Use lightning fast sword slashes, hand-to-hand attacks and mysterious ancient techniques to defeat wave after wave of demonic foes.

Use skill points to learn new skills, upgrade your abilities, and take on brutal bosses.
Weaken your enemies with vicious wounds, then sheathe your sword to finish them off with style. Employ hand-to-hand techniques to build your katana gauge, then cut deep with your divine blade."
473,8874,Hatoful Boyfriend,"Congratulations! You've been accepted as the only human student at the prestigious St. PigeoNation's Institute, a school for talented birds! Roam the halls and find love in between classes as a sophomore student at the world's greatest pigeon high school. Finding happiness won't be easy, but it’s not all academic - there's always time for a little romance in this delightful remake of Hato Moa's popular visual novel / avian dating sim Hatoful Boyfriend!"
474,8875,Surgeon Simulator Anniversary Edition,"This is an add on-pack for players who already own Surgeon Simulator 2013. It will upgrade Surgeon Simulator 2013 to Surgeon Simulator: Anniversary Edition. If you don’t already own the game, head to Surgeon Simulator: Anniversary Edition full game to get your surgeon on.

From carrying out terrifying transplants in theatre, to surgical procedures in the hospital corridor, Surgeon Simulator: Anniversary Edition takes malpractice to the next level"
475,8904,Westerado: Double Barreled,"Westerado: Double Barreled is Ostrich Banditos’ homage to Spaghetti Westerns about dirty pasts, consequences and taking a hold of your future. When your family is murdered by a mysterious desperado, you set out into the world to take revenge. Take control of your own fate and that of others, all using your trusty shooting iron. If words aren’t enough to persuade a character, draw your revolver and see what happens. You can shoot whomever, whenever you like. Be an outlaw or a saint, explore the open world, meet a varied cast of characters and decide how you want your revenge story to unfold."
476,8905,Call of Duty: Black Ops III - Steelbook Edition,"Includes Call of Duty: Black Ops III standard video game and an official SteelBook, an Amazon Exclusive. A SteelBook is a limited, high quality, premium metal case."
477,8921,White Night,"The dark will reveal all in this third-person narrative-driven survival horror game set in the jazz/noir-era of the 1930s.

White Night is both a survival horror and an homage to the first survival horror while developing its own identity. Set in America’s early thirties, the game offers to live the nightmare of a man, hurt and trapped in an old family manor where darkness is a constant threat.

Stranded and injured in the dead of night after an unfortunate automobile accident, players must investigate a nearby dilapidated mansion and interact with their surroundings in search of aid and answers. White Night challenges players to confront the nightmares of the past on an adventure in which darkness is the enemy… and darkness is everywhere."
478,8959,Mutant Mudds Deluxe,"Love pixels? Fond of platformers? Is there a special place in your heart for the 8-bit and 16-bit era? Want to have fun? Yes!? Well, you’ve come to the right place, my friend. Mutant Mudds Deluxe is a “12-bit” action platformer full of pixels and platforming fun!

Our hero, Max, may be just a 2D sprite, but he can leap into the third dimension by jetting between the background and the foreground playfields with his trusty jetpack in this unique dimensionally-woven experience.

Armed with a heavy-duty water cannon, Max has what he needs to vanquish his long-term nemesis: the Mutant Mudds. Max must blast and hover his way across the soiled landscape to seek out mysterious Water Sprites. Legend says collecting all of the mysterious Water Sprites will wash the filthy Mutant Mudds away for good!"
